sku_id,weekenddt,qtysold,qtyinstock,qtyorder,unit,avg_lead_days,max_lead_days,unit_price,category,product,loc
3006CA,11/12/2022,7,22,1,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,11/12/2022,6,11,7,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
2994CA,11/12/2022,3,15,0,Unit,30,48,24.00,Parts,Futon Parts,NSW
2988AA,11/12/2022,10,22,3,Unit,30,40,8.00,Parts,Futon Accessories,NSW
2987AA,11/12/2022,15,8,1,Unit,30,43,28.00,Parts,Headboard slat,QLD
2982AA,11/12/2022,15,22,5,Unit,30,48,25.00,Parts,Bed frame cleat,QLD
2977BA,11/12/2022,7,4,1,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,11/12/2022,10,18,5,Unit,60,96,27.00,Parts,Dresser Decor,NSW
2680BA,11/12/2022,2,23,5,Unit,45,68,24.00,Parts,Window Handle,NSW
2673BA,11/12/2022,7,16,7,Unit,60,95,22.00,Parts,Window Lock,NSW
2672BA,11/12/2022,5,16,7,Unit,120,171,14.00,Parts,Countertop Support Bracket,NSW
2670CA,11/12/2022,3,9,4,Unit,60,82,28.00,Parts,Countertop Joining Bracket,NSW
2662CA,11/12/2022,7,22,7,Unit,60,82,13.00,Parts,Cabinet Pull,NSW
2661CA,11/12/2022,1,17,6,Unit,120,157,16.00,Parts,Cabinet Drawer,NSW
2646AA,11/12/2022,5,21,3,Unit,120,157,16.00,Parts,Cabinet Knob,NSW
2640BA,11/12/2022,12,11,3,Unit,60,84,30.00,Parts,Door Hinge Plate,NSW
2632AA,11/12/2022,5,23,5,Unit,30,41,12.00,Parts,Door Hinge Pin,NSW
2621AA,11/12/2022,15,6,5,Unit,60,80,9.00,Parts,Window Latch,NSW
2606AA,11/12/2022,8,6,2,Unit,60,79,6.00,Parts,Threaded Insert,QLD
2604CA,11/12/2022,7,9,0,Unit,30,42,10.00,Parts,T-Nut,QLD
2600BA,11/12/2022,7,22,0,Unit,60,80,19.00,Parts,Angle Bracket,QLD
2573CA,11/12/2022,12,5,0,Unit,60,81,29.00,Parts,Corner Brace,QLD
2565CA,11/12/2022,0,23,0,Unit,30,40,18.00,Parts,Tension Pin,QLD
2564BA,11/12/2022,9,2,4,Unit,60,96,10.00,Parts,Wing Nut,QLD
2555CA,11/12/2022,5,3,7,Unit,30,44,12.00,Parts,Cap Nut,QLD
2548CA,11/12/2022,12,3,1,Unit,30,41,19.00,Parts,Lag Screw,QLD
2539AA,11/12/2022,0,4,5,Unit,30,45,23.00,Parts,Carriage Bolt,QLD
2429BA,11/12/2022,8,9,4,Unit,90,122,28.00,Parts,Furniture Connector,QLD
2422BA,11/12/2022,6,3,1,Unit,30,45,28.00,Parts,Table Leg,QLD
2418CA,11/12/2022,11,23,3,Unit,60,85,13.00,Parts,Furniture Feet,QLD
2396CA,11/12/2022,1,3,1,Unit,30,46,6.00,Parts,Table Leg ,NSW
2391CA,11/12/2022,8,14,4,Unit,45,67,26.00,Parts,Turned Leg,NSW
2371CA,11/12/2022,1,7,6,Unit,90,136,28.00,Parts,Dowel Rod,NSW
2365AA,11/12/2022,1,3,1,Unit,60,83,7.00,Parts,Dowel Pin,NSW
2359CA,11/12/2022,6,21,2,Unit,90,121,22.00,Parts,Finial,NSW
2348BA,11/12/2022,12,10,7,Unit,60,89,14.00,Parts,Newel Post,NSW
2342CA,11/12/2022,13,4,6,Unit,60,86,6.00,Parts,Baluster,QLD
2337CA,11/12/2022,1,12,6,Unit,60,83,22.00,Parts,Rail Bracket,QLD
2336BA,11/12/2022,3,19,1,Unit,30,44,20.00,Parts,Post Cap,QLD
2331CA,11/12/2022,8,5,0,Unit,60,83,11.00,Parts,Bracket,QLD
2326CA,11/12/2022,3,3,7,Unit,30,46,24.00,Parts,Corbel,QLD
2317CA,11/12/2022,7,8,2,Unit,60,89,18.00,Parts,Corner Block,NSW
2315BA,11/12/2022,1,17,3,Unit,120,182,19.00,Parts,Corner Bead,NSW
2293AA,11/12/2022,9,6,0,Unit,60,79,23.00,Parts,Corner Guard,NSW
2291AA,11/12/2022,11,20,4,Unit,120,191,25.00,Parts,Trim Board,NSW
2277AA,11/12/2022,9,3,4,Unit,120,158,24.00,Parts,Siding,NSW
2267CA,11/12/2022,3,20,4,Unit,60,91,15.00,Parts,Shiplap,NSW
2265BA,11/12/2022,5,23,5,Unit,120,184,22.00,Parts,Beadboard,NSW
2212CA,11/12/2022,3,16,5,Unit,60,87,19.00,Parts,Door Sweep,QLD
2212AA,11/12/2022,13,19,5,Unit,120,180,23.00,Parts,Door Stop,QLD
2200CA,11/12/2022,2,9,1,Unit,60,89,21.00,Parts,Kick Plate,QLD
2189CA,11/12/2022,8,3,3,Unit,60,95,6.00,Parts,Door Viewer,NSW
2173CA,11/12/2022,4,20,1,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,11/12/2022,1,22,0,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
2143AA,11/12/2022,11,8,2,Unit,120,192,17.00,Parts,Door Screen,NSW
2142CA,11/12/2022,7,16,0,Unit,60,91,13.00,Parts,Window Screen,NSW
2139BA,11/12/2022,2,18,0,Unit,120,176,23.00,Parts,Cabinet Frame Trim,NSW
2025AA,11/12/2022,12,14,3,Unit,60,80,15.00,Parts,Armrest Support,NSW
2021CA,11/12/2022,0,22,7,Unit,60,86,9.00,Parts,Seat Frame,NSW
2016CA,11/12/2022,7,22,4,Unit,60,86,15.00,Parts,Seat Cushion,QLD
2013AA,11/12/2022,4,16,2,Unit,120,189,6.00,Parts,Backrest,QLD
1995AA,11/12/2022,2,3,0,Unit,120,160,14.00,Main,Armrest,NSW
1994AA,11/12/2022,12,12,2,Unit,60,91,13.00,Main,Chest of Drawers Hardware,NSW
1993AA,11/12/2022,11,11,6,Unit,60,94,18.00,Main,Chest of Drawers Drawers,NSW
1992AA,11/12/2022,4,5,7,Unit,60,92,26.00,Main,Chest of Drawers Frame,NSW
1990AA,11/12/2022,12,15,1,Unit,60,79,29.00,Main,Futon Cover,NSW
1979AA,11/12/2022,12,2,5,Unit,60,94,26.00,Main,Futon Mattress,NSW
1971AA,11/12/2022,15,20,4,Unit,120,177,25.00,Main,Futon Frame,NSW
1970CA,11/12/2022,4,20,7,Unit,60,96,12.00,Main,Bunk Bed Ladder,NSW
1967BA,11/12/2022,14,23,0,Unit,120,163,17.00,Main,Bunk Bed Rails,NSW
1876AA,11/12/2022,12,2,3,Unit,30,40,18.00,Main,Nightstand Top,NSW
1872CA,11/12/2022,13,23,4,Unit,60,89,14.00,Main,Dresser Knobs,NSW
1857AA,11/12/2022,14,6,6,Unit,60,89,24.00,Main,Dresser Hardware,QLD
1851CA,11/12/2022,4,16,7,Unit,60,81,6.00,Main,Dresser Base,QLD
1842BA,11/12/2022,1,14,1,Unit,30,41,12.00,Main,Dresser Top,QLD
1830AA,11/12/2022,11,19,2,Unit,30,44,26.00,Main,Dresser Frame,QLD
1827AA,11/12/2022,1,7,5,Unit,30,48,20.00,Main,Dresser Drawers,QLD
1766CA,11/12/2022,3,12,0,Unit,15,24,24.00,Main,Sectional Sofa Fabric,NSW
1764AA,11/12/2022,0,22,5,Unit,15,23,5.00,Main,Sectional Sofa Leg,NSW
1745BA,11/12/2022,6,18,2,Unit,15,20,16.00,Main,Sectional Sofa Armrest,NSW
1741BA,11/12/2022,8,12,0,Unit,30,41,20.00,Main,Sectional Sofa Back,NSW
1716AA,11/12/2022,4,19,6,Unit,15,21,28.00,Main,Sectional Sofa Seat,QLD
1712AA,11/12/2022,10,22,4,Unit,15,21,6.00,Main,Sectional Sofa Frame,QLD
1708AA,11/12/2022,0,12,7,Unit,15,23,25.00,Main,Sofa Cushion,NSW
1698CA,11/12/2022,9,7,2,Unit,15,24,22.00,Main,Sofa Upholstery,NSW
1695CA,11/12/2022,9,11,3,Unit,15,22,24.00,Main,Sofa Armrests,NSW
1688CA,11/12/2022,7,4,6,Unit,60,79,7.00,Main,Sofa Legs,NSW
1681CA,11/12/2022,0,7,2,Unit,30,47,5.00,Main,Sofa Frame,QLD
1678CA,11/12/2022,12,6,0,Unit,60,87,9.00,Main,Sofa Seat Cushion,QLD
1672AA,11/12/2022,6,18,3,Unit,15,24,18.00,Main,Sofa Backrest,QLD
1668CA,11/12/2022,10,19,2,Unit,30,46,20.00,Main,Chair Fabric,QLD
1650AA,11/12/2022,14,15,1,Unit,60,93,23.00,Main,Chair Padding,QLD
1630BA,11/12/2022,12,8,0,Unit,60,91,23.00,Main,Chair Armrests,QLD
1624CA,11/12/2022,1,18,7,Unit,30,48,27.00,Main,Chair Legs,QLD
1624AA,11/12/2022,5,15,5,Unit,15,21,7.00,Main,Chair Frame,NSW
1601AA,11/12/2022,8,12,1,Unit,30,42,13.00,Main,Chair Seat Cushion,NSW
1586CA,11/12/2022,1,13,0,Unit,30,40,20.00,Main,Chair Backrest,NSW
1584BA,11/12/2022,3,15,4,Unit,45,65,19.00,Main,Lawn Chair Cushion,NSW
1582CA,11/12/2022,3,2,6,Unit,45,63,23.00,Main,Lawn Chair Mesh,NSW
1571AA,11/12/2022,7,22,0,Unit,60,93,4.20,Main,Lawn Chair Fabric,NSW
1514BA,11/12/2022,8,4,2,Unit,45,68,9.30,Main,Lawn Chair Leg,NSW
1511CA,11/12/2022,10,6,2,Unit,30,41,6.79,Main,Lawn Chair Armrest,NSW
1499CA,11/12/2022,2,7,7,Unit,60,86,7.00,Main,Lawn Chair Back,NSW
1499AA,11/12/2022,9,3,4,Unit,20,30,14.22,Main,Lawn Chair Seat,NSW
1497CA,11/12/2022,14,2,5,Unit,40,53,16.72,Main,Lawn Chair Frame,NSW
1491CA,11/12/2022,10,9,7,Unit,30,43,30.00,Main,Lawn table,QLD
1488CA,11/12/2022,11,7,0,Unit,15,22,30.00,Main,Ottoman Upholstery,QLD
1488BA,11/12/2022,7,13,4,Unit,30,47,18.00,Main,Ottoman Cushion,QLD
1486CA,11/12/2022,15,10,0,Unit,60,81,19.00,Main,Ottoman Fabric,QLD
1484BA,11/12/2022,0,5,7,Unit,15,23,0.20,Main,Ottoman Padding,QLD
1283CA,11/12/2022,0,10,6,Unit,60,92,3.00,Main,Desk Hardware,NSW
1281BA,11/12/2022,4,22,1,Unit,60,85,5.00,Main,Desk Drawers,NSW
1266CA,11/12/2022,0,13,2,Unit,60,86,16.00,Main,Desk Legs,QLD
1265CA,11/12/2022,10,23,6,Unit,60,79,4.00,Main,Desk Frame,QLD
1255CA,11/12/2022,10,8,5,Unit,60,83,24.00,Main,Desk Top,NSW
1244AA,11/12/2022,2,4,1,Unit,45,67,22.00,Main,Countertop Backsplash,NSW
1234BA,11/12/2022,1,10,6,Unit,45,63,18.00,Main,Countertop Edge,NSW
1224AA,11/12/2022,12,5,7,Unit,90,121,51.00,Main,Countertop Surface,NSW
1214CA,11/12/2022,6,2,7,Unit,30,43,26.00,Main,Cabinet Frame,NSW
1083AA,11/12/2022,1,21,2,Unit,45,68,29.02,Main,Window Sash,NSW
1077CA,11/12/2022,4,6,6,Unit,45,70,22.98,Main,Window Glass,NSW
1009AA,11/12/2022,8,10,5,Unit,30,48,28.76,Main,Window Frame,QLD
3619CA,04/12/2022,13,13,7,Unit,15,22,13.00,Accessories,Furniture Leg Pads,NSW
3616CA,04/12/2022,15,12,7,Unit,120,167,22.00,Accessories,Countertop Sealer,NSW
3610AA,04/12/2022,3,4,1,Unit,120,188,5.00,Accessories,Cabinet Shelf Supports,QLD
3551CA,04/12/2022,9,14,0,Unit,20,31,5.00,Accessories,Furniture Lacquer,QLD
3345AA,04/12/2022,13,2,4,Unit,40,61,11.00,Accessories,Polishing Compound,NSW
3332CA,04/12/2022,2,3,1,Unit,30,46,28.00,Accessories,Safety rail,NSW
3322AA,04/12/2022,8,2,1,Unit,60,90,21.00,Accessories,Acrylic Gloss Finish,NSW
3312AA,04/12/2022,15,3,7,Unit,60,84,18.00,Accessories,Universal bracket,NSW
3300CA,04/12/2022,0,21,1,Unit,30,42,17.00,Accessories,Cranked hook,NSW
3205AA,04/12/2022,9,15,4,Unit,60,91,11.00,Accessories,Door Frame Trim,NSW
3193AA,04/12/2022,12,3,1,Unit,15,22,16.00,Accessories,Door Latch Plate,NSW
3178CA,04/12/2022,12,12,5,Unit,30,47,6.00,Accessories,Door Lock Installation Kit,NSW
3177CA,04/12/2022,15,13,7,Unit,30,42,10.00,Accessories,Window Lock Key,QLD
3161BA,04/12/2022,3,19,1,Unit,30,48,16.00,Accessories,Window Latch Handle,QLD
3160BA,04/12/2022,4,3,0,Unit,30,46,17.00,Accessories,Window Frame Hardware,QLD
3143CA,04/12/2022,8,7,4,Unit,30,41,9.00,Accessories,Window Locking Mechanism,QLD
3138CA,04/12/2022,10,5,2,Unit,15,21,27.00,Accessories,Outdoor Glass Paneling,QLD
3132BA,04/12/2022,3,15,7,Unit,15,24,19.00,Accessories,Glass Table Frame,QLD
3126BA,04/12/2022,10,7,1,Unit,60,82,12.00,Accessories,Countertop Glass Surface,NSW
3075AA,04/12/2022,13,9,3,Unit,30,47,16.00,Accessories,Door Latch Mechanism,QLD
3053AA,04/12/2022,12,6,5,Unit,15,23,18.00,Accessories,Window Screen Frame,QLD
3044AA,04/12/2022,5,4,4,Unit,15,21,7.00,Accessories,Window Lock System,QLD
3038BA,04/12/2022,10,7,6,Unit,15,22,6.00,Accessories,Outdoor Glass Panels,QLD
3027CA,04/12/2022,10,3,7,Unit,30,46,12.00,Accessories,Glass Tabletop,QLD
3025CA,04/12/2022,9,10,1,Unit,30,45,17.00,Accessories,Glass Countertop,QLD
3016BA,04/12/2022,2,15,5,Unit,60,79,26.00,Accessories,Glass Cabinet Door,QLD
3007CA,04/12/2022,4,19,7,Unit,30,47,14.00,Accessories,Glass Door Panel,NSW
3006CA,04/12/2022,5,16,5,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,04/12/2022,6,14,6,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
2994CA,04/12/2022,10,22,4,Unit,30,48,24.00,Parts,Futon Parts,NSW
2988AA,04/12/2022,9,13,5,Unit,30,40,8.00,Parts,Futon Accessories,NSW
2987AA,04/12/2022,7,19,0,Unit,30,43,28.00,Parts,Headboard slat,QLD
2982AA,04/12/2022,9,18,2,Unit,30,48,25.00,Parts,Bed frame cleat,QLD
2977BA,04/12/2022,10,22,5,Unit,60,89,12.00,Parts,Bed Upholstery,NSW
2970CA,04/12/2022,5,21,4,Unit,60,96,27.00,Parts,Dresser Decor,NSW
2680BA,04/12/2022,15,22,3,Unit,45,68,24.00,Parts,Window Handle,NSW
2673BA,04/12/2022,12,6,1,Unit,60,95,22.00,Parts,Window Lock,NSW
2672BA,04/12/2022,5,8,1,Unit,120,171,14.00,Parts,Countertop Support Bracket,NSW
2670CA,04/12/2022,2,6,4,Unit,60,82,28.00,Parts,Countertop Joining Bracket,NSW
2662CA,04/12/2022,12,4,5,Unit,60,82,13.00,Parts,Cabinet Pull,NSW
2661CA,04/12/2022,10,4,4,Unit,120,157,16.00,Parts,Cabinet Drawer,NSW
2646AA,04/12/2022,4,15,5,Unit,120,157,16.00,Parts,Cabinet Knob,NSW
2640BA,04/12/2022,10,11,1,Unit,60,84,30.00,Parts,Door Hinge Plate,NSW
2632AA,04/12/2022,7,3,0,Unit,30,41,12.00,Parts,Door Hinge Pin,NSW
2621AA,04/12/2022,14,17,2,Unit,60,80,9.00,Parts,Window Latch,NSW
2606AA,04/12/2022,14,2,2,Unit,60,79,6.00,Parts,Threaded Insert,QLD
2604CA,04/12/2022,1,4,1,Unit,30,42,10.00,Parts,T-Nut,QLD
2600BA,04/12/2022,8,23,7,Unit,60,80,19.00,Parts,Angle Bracket,QLD
2573CA,04/12/2022,12,15,6,Unit,60,81,29.00,Parts,Corner Brace,QLD
2565CA,04/12/2022,12,9,3,Unit,30,40,18.00,Parts,Tension Pin,QLD
2564BA,04/12/2022,15,9,4,Unit,60,96,10.00,Parts,Wing Nut,QLD
2555CA,04/12/2022,4,13,6,Unit,30,44,12.00,Parts,Cap Nut,QLD
2548CA,04/12/2022,15,10,1,Unit,30,41,19.00,Parts,Lag Screw,QLD
2539AA,04/12/2022,5,12,2,Unit,30,45,23.00,Parts,Carriage Bolt,QLD
2429BA,04/12/2022,2,3,2,Unit,90,122,28.00,Parts,Furniture Connector,QLD
2422BA,04/12/2022,11,22,4,Unit,30,45,28.00,Parts,Table Leg,QLD
2418CA,04/12/2022,4,21,0,Unit,60,85,13.00,Parts,Furniture Feet,QLD
2396CA,04/12/2022,11,3,5,Unit,30,46,6.00,Parts,Table Leg ,NSW
2391CA,04/12/2022,12,10,6,Unit,45,67,26.00,Parts,Turned Leg,NSW
2371CA,04/12/2022,13,22,6,Unit,90,136,28.00,Parts,Dowel Rod,NSW
2365AA,04/12/2022,14,4,0,Unit,60,83,7.00,Parts,Dowel Pin,NSW
2359CA,04/12/2022,4,22,0,Unit,90,121,22.00,Parts,Finial,NSW
2348BA,04/12/2022,15,16,1,Unit,60,89,14.00,Parts,Newel Post,NSW
2342CA,04/12/2022,6,8,7,Unit,60,86,6.00,Parts,Baluster,QLD
2337CA,04/12/2022,6,15,3,Unit,60,83,22.00,Parts,Rail Bracket,QLD
2336BA,04/12/2022,14,9,0,Unit,30,44,20.00,Parts,Post Cap,QLD
2331CA,04/12/2022,6,17,2,Unit,60,83,11.00,Parts,Bracket,QLD
2326CA,04/12/2022,14,12,4,Unit,30,46,24.00,Parts,Corbel,QLD
2317CA,04/12/2022,4,6,7,Unit,60,89,18.00,Parts,Corner Block,NSW
2315BA,04/12/2022,3,13,4,Unit,120,182,19.00,Parts,Corner Bead,NSW
2293AA,04/12/2022,14,3,7,Unit,60,79,23.00,Parts,Corner Guard,NSW
2291AA,04/12/2022,8,4,6,Unit,120,191,25.00,Parts,Trim Board,NSW
2277AA,04/12/2022,15,13,0,Unit,120,158,24.00,Parts,Siding,NSW
2267CA,04/12/2022,15,18,0,Unit,60,91,15.00,Parts,Shiplap,NSW
2265BA,04/12/2022,4,13,7,Unit,120,184,22.00,Parts,Beadboard,NSW
2212CA,04/12/2022,2,19,4,Unit,60,87,19.00,Parts,Door Sweep,QLD
2212AA,04/12/2022,12,6,2,Unit,120,180,23.00,Parts,Door Stop,QLD
2200CA,04/12/2022,8,13,4,Unit,60,89,21.00,Parts,Kick Plate,QLD
2189CA,04/12/2022,1,15,1,Unit,60,95,6.00,Parts,Door Viewer,NSW
2173CA,04/12/2022,7,17,3,Unit,60,92,29.00,Parts,Countertop Trim,NSW
2170BA,04/12/2022,10,13,2,Unit,120,171,18.00,Parts,Cabinet Shelf,NSW
2143AA,04/12/2022,1,7,0,Unit,120,192,17.00,Parts,Door Screen,NSW
2142CA,04/12/2022,7,21,3,Unit,60,91,13.00,Parts,Window Screen,NSW
2139BA,04/12/2022,11,16,5,Unit,120,176,23.00,Parts,Cabinet Frame Trim,NSW
2025AA,04/12/2022,3,20,5,Unit,60,80,15.00,Parts,Armrest Support,NSW
2021CA,04/12/2022,13,23,1,Unit,60,86,9.00,Parts,Seat Frame,NSW
2016CA,04/12/2022,13,22,3,Unit,60,86,15.00,Parts,Seat Cushion,QLD
2013AA,04/12/2022,5,16,3,Unit,120,189,6.00,Parts,Backrest,QLD
1995AA,04/12/2022,8,4,4,Unit,120,160,14.00,Main,Armrest,NSW
1994AA,04/12/2022,6,18,4,Unit,60,91,13.00,Main,Chest of Drawers Hardware,NSW
1993AA,04/12/2022,1,11,4,Unit,60,94,18.00,Main,Chest of Drawers Drawers,NSW
1992AA,04/12/2022,7,15,3,Unit,60,92,26.00,Main,Chest of Drawers Frame,NSW
1990AA,04/12/2022,4,23,4,Unit,60,79,29.00,Main,Futon Cover,NSW
1979AA,04/12/2022,11,12,2,Unit,60,94,26.00,Main,Futon Mattress,NSW
1971AA,04/12/2022,0,14,4,Unit,120,177,25.00,Main,Futon Frame,NSW
1970CA,04/12/2022,11,6,5,Unit,60,96,12.00,Main,Bunk Bed Ladder,NSW
1967BA,04/12/2022,12,16,6,Unit,120,163,17.00,Main,Bunk Bed Rails,NSW
1876AA,04/12/2022,12,18,7,Unit,30,40,18.00,Main,Nightstand Top,NSW
1872CA,04/12/2022,2,7,3,Unit,60,89,14.00,Main,Dresser Knobs,NSW
1857AA,04/12/2022,11,15,5,Unit,60,89,24.00,Main,Dresser Hardware,QLD
1851CA,04/12/2022,8,17,2,Unit,60,81,6.00,Main,Dresser Base,QLD
1842BA,04/12/2022,5,17,5,Unit,30,41,12.00,Main,Dresser Top,QLD
1830AA,04/12/2022,12,22,5,Unit,30,44,26.00,Main,Dresser Frame,QLD
1827AA,04/12/2022,5,5,7,Unit,30,48,20.00,Main,Dresser Drawers,QLD
1766CA,04/12/2022,2,18,2,Unit,15,24,24.00,Main,Sectional Sofa Fabric,NSW
1764AA,04/12/2022,8,6,1,Unit,15,23,5.00,Main,Sectional Sofa Leg,NSW
1745BA,04/12/2022,7,3,1,Unit,15,20,16.00,Main,Sectional Sofa Armrest,NSW
1741BA,04/12/2022,14,4,7,Unit,30,41,20.00,Main,Sectional Sofa Back,NSW
1716AA,04/12/2022,3,8,7,Unit,15,21,28.00,Main,Sectional Sofa Seat,QLD
1712AA,04/12/2022,4,4,3,Unit,15,21,6.00,Main,Sectional Sofa Frame,QLD
1708AA,04/12/2022,5,21,6,Unit,15,23,25.00,Main,Sofa Cushion,NSW
1698CA,04/12/2022,6,3,3,Unit,15,24,22.00,Main,Sofa Upholstery,NSW
1695CA,04/12/2022,4,4,4,Unit,15,22,24.00,Main,Sofa Armrests,NSW
1688CA,04/12/2022,0,15,5,Unit,60,79,7.00,Main,Sofa Legs,NSW
1681CA,04/12/2022,7,20,6,Unit,30,47,5.00,Main,Sofa Frame,QLD
1678CA,04/12/2022,13,6,0,Unit,60,87,9.00,Main,Sofa Seat Cushion,QLD
1672AA,04/12/2022,8,4,5,Unit,15,24,18.00,Main,Sofa Backrest,QLD
1668CA,04/12/2022,9,21,6,Unit,30,46,20.00,Main,Chair Fabric,QLD
1650AA,04/12/2022,13,22,2,Unit,60,93,23.00,Main,Chair Padding,QLD
1630BA,04/12/2022,8,23,0,Unit,60,91,23.00,Main,Chair Armrests,QLD
1624CA,04/12/2022,6,5,1,Unit,30,48,27.00,Main,Chair Legs,QLD
1624AA,04/12/2022,10,6,2,Unit,15,21,7.00,Main,Chair Frame,NSW
1601AA,04/12/2022,8,22,5,Unit,30,42,13.00,Main,Chair Seat Cushion,NSW
1586CA,04/12/2022,7,18,4,Unit,30,40,20.00,Main,Chair Backrest,NSW
1584BA,04/12/2022,10,6,7,Unit,45,65,19.00,Main,Lawn Chair Cushion,NSW
1582CA,04/12/2022,4,23,1,Unit,45,63,23.00,Main,Lawn Chair Mesh,NSW
1571AA,04/12/2022,2,10,5,Unit,60,93,4.20,Main,Lawn Chair Fabric,NSW
1514BA,04/12/2022,6,16,2,Unit,45,68,9.30,Main,Lawn Chair Leg,NSW
1511CA,04/12/2022,6,10,1,Unit,30,41,6.79,Main,Lawn Chair Armrest,NSW
1499CA,04/12/2022,8,9,0,Unit,60,86,7.00,Main,Lawn Chair Back,NSW
1499AA,04/12/2022,0,3,1,Unit,20,30,14.22,Main,Lawn Chair Seat,NSW
1497CA,04/12/2022,13,3,3,Unit,40,53,16.72,Main,Lawn Chair Frame,NSW
1491CA,04/12/2022,0,7,6,Unit,30,43,30.00,Main,Lawn table,QLD
1488CA,04/12/2022,2,23,7,Unit,15,22,30.00,Main,Ottoman Upholstery,QLD
1488BA,04/12/2022,5,3,6,Unit,30,47,18.00,Main,Ottoman Cushion,QLD
1486CA,04/12/2022,15,13,7,Unit,60,81,19.00,Main,Ottoman Fabric,QLD
1484BA,04/12/2022,3,2,0,Unit,15,23,0.20,Main,Ottoman Padding,QLD
1283CA,04/12/2022,3,16,2,Unit,60,92,3.00,Main,Desk Hardware,NSW
1281BA,04/12/2022,2,12,0,Unit,60,85,5.00,Main,Desk Drawers,NSW
1266CA,04/12/2022,0,23,7,Unit,60,86,16.00,Main,Desk Legs,QLD
1265CA,04/12/2022,1,4,0,Unit,60,79,4.00,Main,Desk Frame,QLD
1255CA,04/12/2022,4,9,2,Unit,60,83,24.00,Main,Desk Top,NSW
1244AA,04/12/2022,13,14,3,Unit,45,67,22.00,Main,Countertop Backsplash,NSW
1234BA,04/12/2022,7,10,1,Unit,45,63,18.00,Main,Countertop Edge,NSW
1224AA,04/12/2022,6,10,1,Unit,90,121,51.00,Main,Countertop Surface,NSW
1214CA,04/12/2022,7,12,3,Unit,30,43,26.00,Main,Cabinet Frame,NSW
1083AA,04/12/2022,0,10,5,Unit,45,68,29.02,Main,Window Sash,NSW
1077CA,04/12/2022,2,18,6,Unit,45,70,22.98,Main,Window Glass,NSW
1009AA,04/12/2022,6,7,5,Unit,30,48,28.76,Main,Window Frame,QLD
3619CA,27/11/2022,1,8,4,Unit,15,22,13.00,Accessories,Furniture Leg Pads,NSW
3616CA,27/11/2022,6,7,5,Unit,120,167,22.00,Accessories,Countertop Sealer,NSW
3610AA,27/11/2022,11,7,4,Unit,120,188,5.00,Accessories,Cabinet Shelf Supports,QLD
3551CA,27/11/2022,15,9,2,Unit,20,31,5.00,Accessories,Furniture Lacquer,QLD
3345AA,27/11/2022,3,7,0,Unit,40,61,11.00,Accessories,Polishing Compound,NSW
3332CA,27/11/2022,8,14,1,Unit,30,46,28.00,Accessories,Safety rail,NSW
3322AA,27/11/2022,4,17,7,Unit,60,90,21.00,Accessories,Acrylic Gloss Finish,NSW
3312AA,27/11/2022,9,3,1,Unit,60,84,18.00,Accessories,Universal bracket,NSW
3300CA,27/11/2022,1,17,6,Unit,30,42,17.00,Accessories,Cranked hook,NSW
3205AA,27/11/2022,6,14,7,Unit,60,91,11.00,Accessories,Door Frame Trim,NSW
3193AA,27/11/2022,15,8,3,Unit,15,22,16.00,Accessories,Door Latch Plate,NSW
3178CA,27/11/2022,1,16,1,Unit,30,47,6.00,Accessories,Door Lock Installation Kit,NSW
3177CA,27/11/2022,15,11,6,Unit,30,42,10.00,Accessories,Window Lock Key,QLD
3161BA,27/11/2022,6,6,6,Unit,30,48,16.00,Accessories,Window Latch Handle,QLD
3160BA,27/11/2022,3,11,4,Unit,30,46,17.00,Accessories,Window Frame Hardware,QLD
3143CA,27/11/2022,1,6,0,Unit,30,41,9.00,Accessories,Window Locking Mechanism,QLD
3138CA,27/11/2022,2,20,7,Unit,15,21,27.00,Accessories,Outdoor Glass Paneling,QLD
3132BA,27/11/2022,5,2,7,Unit,15,24,19.00,Accessories,Glass Table Frame,QLD
3126BA,27/11/2022,5,9,2,Unit,60,82,12.00,Accessories,Countertop Glass Surface,NSW
3075AA,27/11/2022,9,19,0,Unit,30,47,16.00,Accessories,Door Latch Mechanism,QLD
3053AA,27/11/2022,12,3,0,Unit,15,23,18.00,Accessories,Window Screen Frame,QLD
3044AA,27/11/2022,15,10,2,Unit,15,21,7.00,Accessories,Window Lock System,QLD
3038BA,27/11/2022,15,7,3,Unit,15,22,6.00,Accessories,Outdoor Glass Panels,QLD
3027CA,27/11/2022,15,21,2,Unit,30,46,12.00,Accessories,Glass Tabletop,QLD
3025CA,27/11/2022,3,18,3,Unit,30,45,17.00,Accessories,Glass Countertop,QLD
3016BA,27/11/2022,4,14,1,Unit,60,79,26.00,Accessories,Glass Cabinet Door,QLD
3007CA,27/11/2022,8,9,2,Unit,30,47,14.00,Accessories,Glass Door Panel,NSW
3006CA,27/11/2022,7,20,4,Unit,60,79,5.00,Accessories,Glass Window Pane,NSW
3003AA,27/11/2022,7,3,7,Unit,30,44,7.00,Accessories,Bathroom Door Lock,NSW
